initial_conditions,termination_time,termination_reason
"(0.09546, 2.92466, 0, 0)",112.99055467404098,Large deviation
"(0.67756, 2.06995, 0, 0)",105.239744886542,Large deviation
"(1.23736, 2.04591, 0, 0)",80.30108511574734,Large deviation
"(3.13975, 0.15146, 0, 0)",32.978566451449865,Large deviation
"(1.78133, 2.31991, 0, 0)",27.44781494570209,Large deviation
"(2.50641, 1.36843, 0, 0)",51.30248703420369,Large deviation
"(2.5693, 0.37765, 0, 0)",32.99286460639506,Large deviation
"(1.0274, 2.09731, 0, 0)",118.99292606192994,Large deviation
"(1.24461, 2.18487, 0, 0)",49.58294550761194,Large deviation
"(1.22069, 1.40961, 0, 0)",54.935307215305485,Large deviation
"(1.89579, 2.09925, 0, 0)",25.69647135056199,Large deviation
"(1.94619, 1.45611, 0, 0)",25.863957647473377,Large deviation
"(1.19313, 2.71224, 0, 0)",34.51939314670996,Large deviation
"(1.63074, 1.50539, 0, 0)",19.887938131557735,Large deviation
"(1.82267, 1.67636, 0, 0)",14.292757890078631,Large deviation
"(1.90979, 2.40295, 0, 0)",16.46383575557691,Large deviation
"(3.00187, 0.05728, 0, 0)",45.18452690267506,Large deviation
"(0.76492, 2.91236, 0, 0)",45.424756458115375,Large deviation
"(2.24985, 0.85647, 0, 0)",11.493219920252717,Large deviation
"(2.22753, 0.33576, 0, 0)",37.52484862860258,Large deviation
"(1.78226, 0.80602, 0, 0)",23.43416457661124,Large deviation
"(1.91945, 1.29128, 0, 0)",44.51603113859164,Large deviation
"(2.45209, 0.86333, 0, 0)",13.257900247747399,Large deviation
"(2.58432, 1.33121, 0, 0)",10.621652287286064,Large deviation
"(2.09717, 0.30013, 0, 0)",37.21825653191302,Large deviation
"(1.95991, 1.41927, 0, 0)",32.90485942016675,Large deviation
"(1.84288, 0.52783, 0, 0)",34.651649798405096,Large deviation
"(1.90724, 1.7175, 0, 0)",11.515421360317259,Large deviation
"(1.8676, 1.56064, 0, 0)",26.911473233110794,Large deviation
"(3.10322, 0.42864, 0, 0)",37.20624013978335,Large deviation
"(2.18386, 1.2702, 0, 0)",25.005272207301186,Large deviation
"(1.34523, 2.2544, 0, 0)",23.668283844549908,Large deviation
"(0.2691, 2.80918, 0, 0)",105.59636844420722,Large deviation
"(0.21241, 2.51439, 0, 0)",116.58236728626218,Large deviation
"(1.67434, 1.01892, 0, 0)",79.35281143588348,Large deviation
"(1.04616, 2.10326, 0, 0)",75.56868068733039,Large deviation
"(1.75233, 2.29541, 0, 0)",31.964707489606443,Large deviation
"(1.76651, 3.00847, 0, 0)",19.549659181209993,Large deviation
"(2.37556, 1.09193, 0, 0)",22.157150927403542,Large deviation
"(2.91282, 0.73715, 0, 0)",32.757059134473025,Large deviation
