initial_conditions,termination_time,termination_reason
"(1.55052, 2.20621, 0, 0)",59.66215858117607,Large deviation
"(2.57987, 0.00492, 0, 0)",21.913907251018298,Large deviation
"(1.90979, 0.97192, 0, 0)",81.56334194682375,Large deviation
"(1.99931, 0.16065, 0, 0)",106.46026427514245,Large deviation
"(1.89688, 2.15699, 0, 0)",54.544787233220276,Large deviation
"(2.3599, 0.22308, 0, 0)",72.90347014405754,Large deviation
"(2.1321, 1.13701, 0, 0)",74.67823985639549,Large deviation
"(1.86504, 0.03183, 0, 0)",48.55854562670979,Large deviation
"(2.27443, 0.37875, 0, 0)",63.05692761999182,Large deviation
"(1.81333, 0.13741, 0, 0)",22.891649662706893,Large deviation
"(2.17553, 1.35067, 0, 0)",72.72091313754004,Large deviation
"(2.11419, 0.86514, 0, 0)",63.21713588392464,Large deviation
"(1.40247, 2.50819, 0, 0)",77.56346951014085,Large deviation
"(2.02891, 2.00089, 0, 0)",58.43039397290539,Large deviation
"(2.12724, 1.90311, 0, 0)",24.232840305878955,Large deviation
"(2.16228, 0.44156, 0, 0)",94.66950447251767,Large deviation
"(1.58793, 3.02855, 0, 0)",61.61561772049608,Large deviation
"(2.37572, 1.44049, 0, 0)",46.38016287600193,Large deviation
"(0.36486, 3.00311, 0, 0)",82.58237020221678,Large deviation
"(0.90869, 2.82769, 0, 0)",112.4963584459328,Large deviation
"(0.98636, 2.791, 0, 0)",62.05236483630993,Large deviation
"(1.8942, 2.59718, 0, 0)",61.322300221271135,Large deviation
"(1.73954, 1.70182, 0, 0)",83.68039835619243,Large deviation
"(1.75209, 1.091, 0, 0)",45.67158322937007,Large deviation
"(1.82359, 0.4373, 0, 0)",43.10332506451762,Large deviation
"(1.395, 1.96737, 0, 0)",116.6707443410332,Large deviation
"(1.95849, 1.78875, 0, 0)",45.04578347401641,Large deviation
"(1.94986, 0.63244, 0, 0)",77.11611648147787,Large deviation
"(1.67568, 2.73309, 0, 0)",56.68550672441281,Large deviation
"(0.7155, 3.02859, 0, 0)",106.11504730562673,Large deviation
"(0.86635, 2.75546, 0, 0)",103.8856490944331,Large deviation
"(1.45354, 3.08186, 0, 0)",69.06529490016268,Large deviation
"(1.51867, 2.71291, 0, 0)",36.8399728645126,Large deviation
"(1.84955, 1.17913, 0, 0)",101.3621787971212,Large deviation
"(1.81358, 2.71929, 0, 0)",11.811338506721535,Large deviation
"(2.39326, 1.21435, 0, 0)",78.0590972656976,Large deviation
"(1.80179, 3.00351, 0, 0)",44.9096434192519,Large deviation
"(1.40844, 1.60357, 0, 0)",103.73472266685738,Large deviation
"(2.17565, 0.42234, 0, 0)",63.53629452924894,Large deviation
"(2.52721, 0.87575, 0, 0)",88.56658751128391,Large deviation
"(0.02784, 3.13475, 0, 0)",95.05085993950141,Large deviation
"(2.32627, 0.44878, 0, 0)",92.33800441679695,Large deviation
"(1.64172, 0.94111, 0, 0)",112.50881053276278,Large deviation
"(1.27267, 2.84663, 0, 0)",74.41602615404086,Large deviation
