initial_conditions,termination_time,termination_reason
"(2.50672, 1.24398, 0, 0)",80.64750015248217,Large deviation
"(2.4921, 0.99514, 0, 0)",59.45044262832093,Large deviation
"(2.05552, 0.47785, 0, 0)",59.863464081836696,Large deviation
"(1.38332, 1.93302, 0, 0)",119.24582347208298,Large deviation
"(1.99388, 0.52136, 0, 0)",103.4938768192414,Large deviation
"(1.75852, 1.65687, 0, 0)",77.4652102985226,Large deviation
"(2.23129, 0.98756, 0, 0)",55.12732353965849,Large deviation
"(1.48022, 2.58125, 0, 0)",90.12844727720139,Large deviation
"(1.55261, 2.60202, 0, 0)",59.93656002184054,Large deviation
"(1.41482, 2.35251, 0, 0)",84.2986966712207,Large deviation
"(2.04564, 1.9507, 0, 0)",64.16067924804442,Large deviation
"(1.48059, 3.07595, 0, 0)",95.53592484644386,Large deviation
"(1.99222, 0.39667, 0, 0)",71.59685451847845,Large deviation
"(2.12427, 1.02134, 0, 0)",79.79313762338252,Large deviation
"(2.15616, 0.21878, 0, 0)",86.33890380563894,Large deviation
"(2.18074, 1.61055, 0, 0)",74.99098061056577,Large deviation
"(2.10717, 1.76068, 0, 0)",42.721793381540884,Large deviation
"(1.44626, 2.71611, 0, 0)",76.84469627881485,Large deviation
"(0.87976, 2.69656, 0, 0)",36.521929150302824,Large deviation
"(2.2829, 0.9574, 0, 0)",75.94008479022378,Large deviation
"(2.60562, 0.88442, 0, 0)",70.47633264198514,Large deviation
"(2.21069, 1.69865, 0, 0)",64.78192111861897,Large deviation
"(2.33481, 0.15125, 0, 0)",83.162124495005,Large deviation
"(2.09797, 1.86366, 0, 0)",49.57842025139069,Large deviation
"(2.49624, 0.10892, 0, 0)",72.66788116118593,Large deviation
"(1.62561, 1.35223, 0, 0)",81.81644638747413,Large deviation
"(1.90723, 1.98331, 0, 0)",86.49602985177617,Large deviation
"(1.53205, 2.04902, 0, 0)",96.2861314696028,Large deviation
"(2.33607, 1.59048, 0, 0)",55.55891784180577,Large deviation
"(1.9921, 0.22284, 0, 0)",116.20199968786807,Large deviation
"(1.91882, 0.88179, 0, 0)",116.23897190147991,Large deviation
"(1.59408, 2.74645, 0, 0)",74.65099242807096,Large deviation
"(1.55052, 2.20621, 0, 0)",65.3873902465387,Large deviation
"(1.90979, 0.97192, 0, 0)",86.6889993589743,Large deviation
"(2.57987, 0.00492, 0, 0)",71.37732112101456,Large deviation
"(1.99931, 0.16065, 0, 0)",108.47301074043843,Large deviation
"(2.3599, 0.22308, 0, 0)",78.16498678006873,Large deviation
"(2.1321, 1.13701, 0, 0)",84.70350773359094,Large deviation
"(1.86504, 0.03183, 0, 0)",59.80665817299926,Large deviation
"(2.27443, 0.37875, 0, 0)",101.14295957197497,Large deviation
"(1.81333, 0.13741, 0, 0)",41.1033019541114,Large deviation
"(2.17553, 1.35067, 0, 0)",77.58851413871868,Large deviation
"(2.11419, 0.86514, 0, 0)",74.35686618856622,Large deviation
"(1.40247, 2.50819, 0, 0)",83.56991642736114,Large deviation
"(2.02891, 2.00089, 0, 0)",63.75268023223763,Large deviation
"(2.12724, 1.90311, 0, 0)",94.66177732847744,Large deviation
"(2.16228, 0.44156, 0, 0)",100.70934594084521,Large deviation
"(1.58793, 3.02855, 0, 0)",70.92609310114177,Large deviation
"(2.37572, 1.44049, 0, 0)",51.7566223365429,Large deviation
"(0.36486, 3.00311, 0, 0)",99.02623974047856,Large deviation
"(0.90869, 2.82769, 0, 0)",116.96110032292412,Large deviation
"(0.98636, 2.791, 0, 0)",112.23750957192298,Large deviation
"(1.73954, 1.70182, 0, 0)",90.43407349832941,Large deviation
"(1.75209, 1.091, 0, 0)",64.21605823242766,Large deviation
"(1.95849, 1.78875, 0, 0)",51.81414671401186,Large deviation
"(1.94986, 0.63244, 0, 0)",116.50649972523514,Large deviation
"(0.7155, 3.02859, 0, 0)",112.84814623379506,Large deviation
